dream,archetype
"Raptors were after us. I was in a big old fashioned hotel of sorts; more like people lived there in many rooms. Raptors are in the hotel and we're trying to find places to hide. (There's a kid with me and I forget who else.) I trying to hide in different places but never find one satisfactory. I try stuffing myself, slat by slat between the wooden slats under the bed and the mattress, but this actually feels very exposed and like the wood might snap, attracting dinosaur. I wanted to be wrapped up in several several blankets and have boxes and things stacked in front of me in a closet, or hide my face amongst stuffed animals like an E.T., but all this moving is making noise and there isn’t adequate stuff to cover me. I'm making noise and time is running out. For all I know I'm attracting the things which are certainly killing people in this huge boarding house/hotel. I cross the hall and chance finding a hiding spot in another room, when I decide on a real solution and slip outside the window and I'm standing on winging bricks that wrap around the building like in a Hitchcock movie. I remember I've dreamed the same dream before and the raptors can scale and climb all over the outside of the building, too. But I don't see any. Finally I decide, screw this place, and run across the lawn toward traffic. Now my lovely friend is there with me and now a raptor is chasing us both. It seems obvious that the raptor is going to catch us, but she yells out that we've beat it before, like everything will be fine, and indeed we make it into traffic. I'm hoping it will be hit. We make it into a parked food truck, where men are working. The fear of raptor-pursuit is greatly reduced. I tell them to take me anywhere but there. Rebecca, on the other hand, confidently tells them to drop her right back off by the front of the lawn and confidently struts back toward the hotel. This is right after I say the words out loud ""take me anywhere but there"".",hero
"I was going to the bathroom, and as I sit on the toilet (which I don't think has so much to say here - I think it's just that that is the angle from which I most commonly see the bathroom :P), I notice that there's a young girl (maybe 16 or so) standing in front of the shower in the other corner of the bathroom. She is wearing an old white dress, somewhat like what you see below. Having her stand there is making me uneasy, funnily enough. She doesn't look scary or anything, though. There is some sense that I can choose to acknowledge her presence or not - as if her presence is only a suggestion.I choose to do so, and I ask her who she is. She simply lifts her arm and points her finger at me. At this point I immediately think to ask if she is my Anima, and so I do. She says no, however, but for some reason I don't quite believe her. She might be telling the truth, though - i couldn't say. I think I went on to ask her some other questions as well, but I don't really remember any more. One of them might have been 'what are you doing here', to which I recall no answer. I'm not sure how you might even have answered that question though, seeing as it would make sense for her to be there, if she is really a part of me, just the same way it makes sense for me to be there.",jester
I was sculpting newspaper to create an art piece. I knew how to utilize the dragon's fire breath and place pieces just so that it burnt off the right things. And where to stand not to be burnt as it was flying around trying to burn people. I taught someone else how to do it. In the art piece was also some vital text we needed that only became seen after the dragon fire had burnt the paper.,everyman
"I was in a small drama amphitheatre. I started with a stumble until I decided to voluntarily take myself down instead of falling. I went on stage and the show began, and had to run backstage in embarrassment because I knew none of the lines to the musical performance.",everyman
"I wake up to my alarm in my apartment bedroom, an empty all white room save for a lamp and a bed with white sheets, but no visible alarm. I know the time, it’s important, because it’s very late, near midnight. Fear grips me! Midnight... it comes at midnight! I rush out of bed to the door as the light begins zooming in on the handle as the rest of the room begins to go black. I know if I don’t reach the handle before the light does I’ll be locked in with the darkness and Him, but I make it.. barely. I still have to get out of the apartment, FAST, so I rush to get dressed. All the shirts are work shirts, ‘I can’t just wear one of these’ I think to myself. I find an old Judas Priest concert shirt. ‘I’ve not seen this shirt in forever!’ and throw it on. Then I realized I have jeans on with jean shorts overtop of them, time grows short fear raises and decide ‘whatever, my trench coat can conceal that’. I step back into the blank white living room of the apartment to leave and he’s there! The little boy, dressed like any 8 year old might be in the 80’s, but wearing a distorted gas mask. He stands and stares at me as the tension rises, I think ‘the demon is here, I have to-‘ and as if reading my mind he replied, ‘ I’m just a little boy...’ then leaps at me from 25 feet across the room. We struggle, his mask shifts and I can see his sharp teeth , salivating as I struggle I feel myself failing. ;  Background_Info: I go to bed last night thinking “I don’t really remember a lot of my childhood, just fragments... I wonder if this is normal for everyone? Or are my brains childhood ‘files just corrupted’? This is the result I’m guessing of that.  ;  Wakeup_State: __ ###",hero
"One dream there are two large grey wolves, walking beside me, looking up at me smiling while I rest my hands behind each of their necks. They bring me to my ancestors who share the same eyes as me, bright shining pinkish eyes. There are many all over the hills waiting for me and looking up at the night sky full of stars. But I wake up not understanding any of that. Then this weekend I dreamt a grey wolf led me to a clearing in the woods at night to show me something in the night sky. I can't remember what exactly he was showing me but in my dream I lift up my arm to point at the sky as if to ask, ""You want me to see this?"" but when I turn my head to look where I'm pointing I see my arm but it has the sillouette of a grizzly bears arm and hand, fingers, nails. As I moved my hand around it moves with me, now I see that the bear sillouette is spirit and that it is a part of me. I feel strong like feminine, mother, protector, supernatural strong as I realize I am the Bear. It felt like the bear was waking up in me. ;  Background_Info: I lucid dream. They are always realistic in full color. I can control my dreams whenever I want as I am always aware I am dreaming. Lately I've just been letting them play out without interfering, but while something's seem pretty clear I've had two dreams recently that I think mean more. In both one or two grey wolves are guiding me to information, I know it's information. ;  Wakeup_State: __ ###",explorer
It's gotten to the point where I have trouble sleeping and I wake up gagging. There is a brown horse and he's eating. This is in the middle of a huge city. He's eating a beagle puppy. There's blood and guts and u can see muscles. I can also here the puppy crying and moving. I don't do anything I just watch until I wake up. ;  Background_Info: I have been having this recurring dream for about a month now.  ;  Wakeup_State: __ ###,everyman
I knew of a murder and the suspect ended up trying to get into the room I was in to do the same thing to me. The room was my parents bedroom from growing up and his apartment was where the bathroom would have been. I was able to pull the door shut after I realized what was gonna happen. Then i froze a while before calling 911. Then the line died and i froze again.,hero
"Packing up my dorm room trying to make sure I have all of my stuff because Once leave I can’t go back. In previous dreams I can never get everything packed to fit in my bags and take with me. last night I had family helping. my (divorced sense I was age 1) mom and dad helped. My dad drove out to wherever I was to put big things that wouldn’t fit on plane In his tiny car. My mom flew out to help. once we were ready to get on plane to head home my kids and cat showed up. I watched as they all buckled up and got ready for take off. But I was outside the window/door watching. I ended up missing the flight as it took off I was panicked. Not for me for my mom because she would be worried about me left alone in an unfamiliar place so late at night. I told her I’m ok I’ll catch the next one that was coming at 3 am. No biggie. ITS Ok! IM OK! is what I was yelling to her as the plane took off. The people in the airport looked worried for me till i said no I’m good I’m worried about her worrying. Then all the sudden I’m back in dorm room packing with my dad. He had helped take all the pictures of loved ones and special things down off the walls. We had almost everything packed up he was fitting my king size bed in his tiny car along with other large objects. I was just going to ride home with him I though why wait for the next plane. He said he was going to come back Monday and buy a pice of furniture I was leaving behind and even though I wanted the piece still I was like ok my loss his gain. He’s helping that’s what’s right I’ll find a new one. Then all the sudden he was gone and one of my kids was with me. we were packing anything else we could find before the next plane came. Odd thing here was we were packing purses and other to go bags into our bag to bring. Once I was on the plane my kid turned into one of my dogs and our other dog was outside the plane barking and now it was snowing. I looked out the window saw her and told the people not to take off. They opened the planes long back hatch like on a military plane to let her in and she came running up. I could feel the coldness coming from her. then i watched the snow melting once she sat next to me and I could feel the warmth of her snuggle. Then we were ready to take off but I told them I had to pee before the plane took off. The flight attendant was not happy bc I did the same thing last time before the plane almost took off. Turns out I had to pee for real so I got up and that was my dream. Normally I can’t find my ticket or lose track of time is why I miss plane. I also never have helpers or get packed up as far as I did last night. The only thing that was holding me up from taking off this time was my bladder. The one time I did take off on the plane in the dream the windows were open and my pets were all stuffed in a crumbling cage bc they had to be in cages to be on the plane. This dream last night they were allowed on with leashes or without like.  Mine that almost got left behind. I saw people get on with their dogs and they each had a dog leash on one red one blue. ;  Background_Info: Reoccurring dream. Topics: Dorm, pets, plane, family and packing ALL important belongings. I have been having a lot of dreams about college. I never went to a university or dorm of any sort. ;  Wakeup_State: __ ###",lover
"Dreamt my daughter, who is a mentally disabled adult, was playing with a full grown lion, telling him to lay down, and she would sit on him and comb his hair, and I kept feeling nervous and thinking what if he snaps and kills her, but he just obeys, as if knowing that she is special and fearless. The next moment he turned white as she was brushing him.",everyman
"I had sliced 1-2 inch lines all over my body, slanting in random directions, and inserted fractions of leaves in each one. The idea was that this was important and should be done. I don't remember why. There was no blood or gore. Minimal pain. (I have been playing with an arrowhead and a plastic tablecloth the previous evening). The torn leaves were somewhat thinner than kaffir lime leaves. After they had set flat with my skin between its layers for some time, they were to be removed. And I started removing them by reopening the cuts, and using my fingernails to get a grip. I had removed them from my left side, when I took a break for some reason and thougt, ""I hope these don't heal into my right side"", though without real anxiety. There was nothing gory under the surface. Just slightly more intimate layers of skin. There was pain. I don't recall cutting or removing them from my neck or torso, but definitely my arms and legs.",everyman
"I was on a large flat shipping container type vessel, on a calm sea heading towards an unseen shore somewhere. I was on top of its load, which was a vast amount of hay. I sensed that a voice, of someone also not seen in the dream, had suggested that there would be goats at this place we were currently headed to, and I heard my own words as though dismissing this incorrect notion someone else had made - 'yet there were none there'.",everyman
"In the dream I was swimming in a pool at a beautiful resort. I called my crush on the phone, and she didn't seem interested to talk to me much. She hung up. I raised my eyes and I saw her by the pool, taking pictures. I swim to her and I try some small talk. Im really happy to see her. I say something like ""you know what. I really like what I see now"". In the dream she was pretty although she wore more makeup than her real life version. She pretty much dismissed what I told her and she started to say the cleaning guy she saw earlier was cute. This was like a slap in the face for me. ;  Background_Info: Obsessing over the girl in my dream. She is a colleague of mine. I thought she had some interest in me, but lately I'm experiencing serious doubts about that, which drives me nuts. ;  Wakeup_State: __ ###",creator
"I was in the basement of my parents house, but different. It looked like when I was 6 years old, with lots of my old toys that had since been removed. There were also many TVs and electronics that were there that never had been. I had come down to work on them, but also to escape some rowdy party going on upstairs. A girl came down, who happened to be a girl I had a crush on back in high school, and she started talking to me. I did my best to ignore her and focus on my work, but I eventually started hesitantly talking back. Before I knew it, we were running around the basement, playing with toys, flinging ping pong balls at each other. We started to get closer and closer, though I kept my distance best I could. I began to desire her, and our lips kept getting closer, but I stopped myself each time because I knew she had a boyfriend. Two of her friends showed up, people I hadn’t gotten along with in real life, but got along fine with in the dream. Eventually i felt it was time to go, so I decided to say goodbye and end our game. One of my crush’s friends said to her, “would you like to steal a kiss before we go?” My crush looked at me, and we shared a soft peck on the lips. We paused, and then suddenly we were making out, and I was lifting her up in my arms and spinning her around. It was the happiest I’d been in a while. Then a voice said “time to go,” and I was sucked into darkness. ;  Background_Info: I haven’t seen/spoken to the girls in the dream in years. ;  Wakeup_State: __ ###",everyman
"I was about to be arrested and convicted for unintentionally killing 21 people. I may have been getting ready to turn myself in, or maybe I just knew I was going to be taken in. I was talking to my mother about it, and it seems no one else was present at the time of this vivid and clearly remembered part. I was saying ""I killed 21 people. 21 People! Even if it was an accident, don't you think I should pay?!?! I should go in for negligence or SOMETHING!"" And my mother was just looking at me like she was worked up but didn't know what to say. I got the feeling that she was thinking I shouldn't be punished, that I should find a way out of it, and I was making my case that my mistake should be punished. I awoke feeling appalled and guilty, but strong and determined and posessed by truth as well. ;  Background_Info: I am not a doctor or anything like that, and nor is my mother. My mother is generally an aggressively righteous woman, who is quick to threaten someone who is acting immorally, maliciously, or unjustly. I myself am much less confrontational, but any wrongs I commit tend to eat me alive. ;  Wakeup_State: __ ###",jester
"3 characters: me, older brother, malevolent murderer person. I am a truck driver. So I was driving down the road and my brother was riding along in the passenger seat. He was trying to distract me and cover my eyes from seeing something as I was driving down the road. The scene transitions into a countryside property in someone’s yard. Me and my brother were running from a being, a person. I could feel a strong malevolent presence in what was chasing me. At this point the person I was running with was my brother but I was never able to make that distinction. So we are running around this pile of split firewood, or a pile of something, and this malevolent force is closing in fast. It’s right behind me. I stop running but I don’t turn around to look at what’s chasing me. I can’t tell if my brother has escaped or is present. Or if he’s the one behind me. I hear a revolver hammer cock back. Bang. I fall down on the ground and my vision goes blurry like tv static. I don’t feel pain. Suddenly like you stand up too fast and the feeling of blood rushing up to you head is what I feel. I mutter some lines like “if there’s any sins I haven’t atoned for please forgive me” but I knew my life had to speak for itself at this point. A few seconds later it all went black. ;  Background_Info: I have been studying the Cain and Abel story a lot recently. ;  Wakeup_State: __ ###",rebel
"I had a series of dreams that I don't remember but there was a dream series almost like commercials scattered throughout them that stuck out. In the dream series I would look down at my feet, slowly but surely in each dream the two small toes of my left foot got smaller and weaker, my second to last toe slowly but surely shifted out of place until it ultimately was like a loose wart hanging off my big toe. I kicked my foot and it went flying off landing on the ground convulsing. I look back at my toes on my left foot and it looks like I just have three long toes until closer inspection where I see my shriveled little pinky toe was seemingly hiding behind my third toe.. ;  Background_Info: Today is my 39th birthday . ;  Wakeup_State: So I just woke up ( third shifter) from a dream that feels intensely significant, but I'm left stupefied at what it could mean. ###",explorer
"I dreamt that a couple committed suicide. They both jumped from a building. But the building was odd. It was a building that was under construction and the whole face of the building was missing. Just imagine looking at a doll house where you could see every floor and every room. That’s the way the building looked. But there was a long black screen draping the front of the building. The police were there, trying to talk the couple out of jumping. They were unsuccessful. The woman pushed the screen and jumped, and the man jumped right after her.",lover
"I was given a medallion necklace. I was free to wander around in a comfortable area, but instead chose to go downstairs to a dimly lit level. I then turned around, headed backwards behind the stairs, and picked up a shiny figurine of an angel. I placed this figurine in my medallion and turned around. The Devil stood before me. He then knelt before me and kissed my medallion. I struggled with what to do and decided to go back upstairs. The rest of my dream was spent sulking about unsatisfied on the upper level.",everyman
"I dream that I’m back in my childhood bedroom. It’s not the only bedroom I had in childhood, but it is the one in the home we shared with him, and the room I had through my most formative years. The room is barren, but I’m painting it a baby blue color. Suddenly I notice he’s in the room with me; I’m not sure when he came in, but when I turn around he’s painting over my blue with a dark red. I start screaming “Stop! Can’t you see I’m trying to paint it blue? Why can’t you see that? Stop!” He ignores me, and suddenly the bat I used to play softball with in the time I lived there is in my hands. I start hitting him with it, and I’m crying and saying “Please stop painting it red, I’m trying to paint it blue.” I can feel the resistance of my bat hitting him, I’m swinging as hard as I can, but I never see it hurting him. He continues to standing facing away from me as I hit him. ;  Background_Info:  I have a reoccurring dream about the man who used to molest me as a teenager and I need help to understand what it means, I feel like there has to be a reason I keep having it. ;  Wakeup_State: I wake up having cried in reality during my sleep. ###",everyman
"We were in a car my wife and I, she was driving. We were driving over a bridge and suddenly saw a tornado through the side mirror. The tornado caught up to us and was on the side of the car. It had lightning inside flashing randomly. Tornado move slightly left & right but never touch the car or hurts us, was going on the side for about 5 minutes. Was about to record it with my phone than it suddenly disappeared.",everyman
"I was going to the bathroom, and as I sit on the toilet (which I don't think has so much to say here - I think it's just that that is the angle from which I most commonly see the bathroom :P), I notice that there's a young girl (maybe 16 or so) standing in front of the shower in the other corner of the bathroom. She is wearing an old white dress, somewhat like what you see below. Having her stand there is making me uneasy, funnily enough. She doesn't look scary or anything, though. There is some sense that I can choose to acknowledge her presence or not - as if her presence is only a suggestion.I choose to do so, and I ask her who she is. She simply lifts her arm and points her finger at me. At this point I immediately think to ask if she is my Anima, and so I do. She says no, however, but for some reason I don't quite believe her. She might be telling the truth, though - i couldn't say. I think I went on to ask her some other questions as well, but I don't really remember any more. One of them might have been 'what are you doing here', to which I recall no answer. I'm not sure how you might even have answered that question though, seeing as it would make sense for her to be there, if she is really a part of me, just the same way it makes sense for me to be there.",jester
"I looked at the sky and it instantly changed from night to day to night to day again all in a second. Then i heard someone in my dream say that can happen because asteroids are closer than they appear, then the asteroids catapulted at us like tiny pebbles, but nobody got seriously hurt.",everyman
"I dreamed my bf n i was in a vedio game and we were wondering around tx s Hills and i found purple dead nettle. (A plant in the mint familly) i got so happy i droped down to sniff it n for a closer look. It was a little hard to see in the game. My bf was confused why i was so happy over seeing a plant. I hold him ita used for healing n iv been looking for it but were i live in tx it dosent grow. Shortly after some other people found us and tryed snatching us up but we got a way. (This is a difrent part) My mom got a new dog and it was a puppy golden retriever and it was infested with fleas but we didnt notice until it was on my bed n made my bed black with fleas, i put the dog in the bath n started washing it.",lover
"Dreamed about playing baseball with my P.E. Class. We played with a white rubber ball. I was the right outfielder on my team. I was playing without my baseball glove I caught two high-fly balls in the same inning with my bare hands. After catching the ball I yelled “I caught it!!! I caught it!!! My teammates cheered after I caught the ball. After catching the ball the pitcher on my team pointed in the the direction to throw it at 1st base to get the runner out. Next inning I tried to catch a high fly ball but it bounced off the ground and over the fence for a ground rule double. I couldn’t climb over the fence. My teammate climbed the fence I got the ball. We didn’t let our opponent score in that inning. Next inning, one of their players tried to interfere with me.",everyman
"I remember my brother (he has stolen from me and everyone in the past) but he was in my room with the light off and I caught him and we were arguing and he said he was going to tell my boyfriend I was cheating on him, then I can remember my ex at my door with my younger brother. Well in the doorway my other brother (the one in my room) tried to choke me and I pushed him he fell off my porch but then completely changed from my dark head brother to some unknown blonde guy. His neck was broken and he was dead. I was screaming it was an accident, I was hysterically crying.",jester
"I'm in the kitchen of an apartment I shared with my younger brother Bob (now in prison) in Dubuque, Iowa, many years ago but there are no walls or ceilings; it is overlayed by a sunny savannah...grass and some trees. I'm getting some things together to camp out and go to bed in the ""kitchen."" I've gathered up grasses, a pillow, and am looking for a blanket of some kind. As I work, a lion cub emerges from some trees to the south, approaches me, and licks my left hand. I find myself alert to the likelihood that the mother lion is nearby. I scan the horizon and, sure enough, a VERY large mother lion saunters from some trees to the west through the remnants of the apartment's living room. She doesn't seem to key in on me as a threat. I freeze, hoping she and the cub will just move on. Slowly I hunker down into the bedding I've gathered up in the kitchen area. The lioness approaches me and sniffs my belly. I slowly curl into a ball on the bedding, sensing that I'm in a life or death situation. The lioness yawns and lays right over the top of me. I instantly find myself feeling warm, nested, and comfortable-\-\safe for now. I let myself relax, thinking she'll guard me while I sleep but am also wondering if I'll be safe when we all wake in the morning because I wonder if she'll be hungry then and that she's just holding me to be eaten in the morning.",hero
I was with Dr. Peterson walking through my city. We walked side by side he spoke and I listenened. I felt so overwhelmed that I had the priviledge to spend time with Peterson and walk with him like he is my close friend. He taught me some good 'psyche tricks' and how to spot liars etc. I hadn't had a good dream for a while but this was just so exciting and good.,everyman
"I was somewhere, a house maybe, with my husband getting ready to leave so we called an uber. The car came and the driver seemed a little nervous. I just figured he was a new driver. I got in and my husband hadnt come out yet. The guy started driving and I was a little concerned because my husband hadnt gotten in. But I reasoned the driver was just going to turn around at the end of the street. He looked at me in the rear view mirror and smiling he asked if I was comfortable. I said I was. He had a relatively kind smile. But he didn't turn around at the end of the street. He kept going. He drove right into a giant garbage dump. The garbage was almost up to the door handle of the car and I knew I was in trouble. That's when I saw a brown and white spotted rat. It jumped in the car and into my lap. Of course I was freaking out and it seemed the driver's intention was having me be attacked by rats. But with all my courage I grabbed the rat with both hands and angrily started poking it in the driver's face. I was filled with anger and fear. It didn't faze him. He just sort of chuckled.",jester
"I was walking through medieval cellars that were continually getting tighter, in one instance I even had to squeeze through. on the floors, there laid a number of turtles, some on their back, some about to fall, and some just lying normally. Their heads were scaly, some reminiscent of a dragon. When I got out of the cellar I found myself on a town square. It was evening, lights dim with some shadows flying around. Only one shadow was dense and round. It wore a blue and white jacket with a masquerade mask. I provocatively yelled at it ""Hey death!"" It noticed me and started slowly and ominously chasing me. Suddenly, a girl clad in a celebratory village dress. She said that ""It´s starting"" and took me inside of a room that was connected with the town square. A great iron gate with bars was closed behind me. More girls who had the same dress were inside. Clergymen started a prayer, yet I did not know the words. I felt ashamed, anxious, and the shadow was staring at me hauntingly. Then a dance started, I did not know the moves, I was being pushed around, I even pushed off a glass that broke. Everyone was dancing on the glass shards and clothes that looked like mine that weren't there before. The Clergymen were watching me disapprovingly. The women did not care, they were happy that I was trying to dance with them. After the dance, I started picking up the shards and cut myself accidentally. My blood was not dense, and it was watery. After the cut, my father called me and asked me how I was.",jester
"I was in my childhood home. I walked into the living room and my Grandfather (who is passed) was standing looking out the window with his arms crossed. I went to the window to see what he was looking at because there was a strange glow coming from outside. I stood beside my Grandfather, who didn’t say a word. Or move for that matter. It was snowing, but the snow was almost shaped like a curved peanut in the shell and it was cascading down, heavily, in a back and forth motion that would resemble a feather floating down. I was a bit anxious about it and I heard my Mother angrily tell me— from somewhere in the background that it was just snow and that I was being ridiculous. I tried telling her that it wasn’t normal, she wouldn’t look. I looked up at the sky and the clouds were huge and heavy and oddly close to the ground. That’s actually when my Grandfather spoke and told me that it was because there was a lack of some crucial element in the atmosphere, that something as wrong.",everyman
"Some people were torturing a Bison. The animal had its legs tied together and was hanging by its legs so it couldn't defend itself. The primary abuser was a young woman who seemed to be trying to be exceptionally cruel to impress the men, like to show how tough she was. I was witnessing the scene but not in it. I felt shocked and horrified at what I was seeing. Then it was like I was reading about this in a book and I skipped forward in the book to try to get past the torture scene, but landed right at the part where the young woman killed the Bison. She killed it with some metal device that punched a hole in its skull and scrambled its brains.",rebel
"In the dream I was swimming in a pool at a beautiful resort. I called my crush on the phone, and she didn't seem interested to talk to me much. She hung up. I raised my eyes and I saw her by the pool, taking pictures. I swim to her and I try some small talk. Im really happy to see her. I say something like ""you know what. I really like what I see now"". In the dream she was pretty although she wore more makeup than her real life version. She pretty much dismissed what I told her and she started to say the cleaning guy she saw earlier was cute. This was like a slap in the face for me. ;  Background_Info: Obsessing over the girl in my dream. She is a colleague of mine. I thought she had some interest in me, but lately I'm experiencing serious doubts about that, which drives me nuts. ;  Wakeup_State: __ ###",creator
"A doctor of questionable professionality made me take an elevator which led me deep down to an underground library. The library was empty, and creepy. There were scattered books and blood stains on the ground. I immediately realized that an insane violent woman lived there. The doctor commented on her absence, saying she must have been scared off. I noticed then that there was another woman that came with us. She looked scared and harmless. I hurries back to the elevator. I was afraid of remaining there. The doctor yelled : you know she is here!",jester
"I dreamt of going to the USA to visit this lady off a page I follow. I don’t know how I got there because I didn’t have a passport, and mind me I’d just woken up and I was there. I remember having a coronary about the fact that my mum would freak If she knew I was in a completely different country. But anyway, I was there with this lady and we’re chatting (I can’t remember what we were talking about though). After that I was back at this place I was supposed to be staying at and I remember talking to the people who were in the house. I was saying that I don’t know how I got there without a passport and not sure how I’ll get back either. Then a lady replied with I don’t care then all of a sudden a memory appeared in my head of being at the airport but they hadn’t even asked for my passport and let me through. I don’t remember how but all this stuff we have here was at this place I was staying at and I saw these two cats that looked exactly like mine. I was worried that they were my cats and how I was gonna take them back along with this Ute and all the rest of it. So In the next part of this dream I was with the lady again and we were travelling back via MK II Oppressors (futuristic bike that can hover and fly). We travelled back through some mountains and remember seeing these people and all this secret stuff happening. We hid so they couldn’t see us and when they left I noticed diamonds. After that we continued on our trip back to Australia. ;  Background_Info: I’ve never left the country or gone to USA and i have never spoken to the lady in the dreams. ;  Wakeup_State: __ ###",explorer
"My sister got surgery to turn her tongue into a penis. We were sitting in the car me and her in the backseat while my husband was driving. I kept wondering if she can taste anything now since she doesn't have any taste buds. And also if she regrets it. because it's a life long alteration to her body. I for some reason said to her. I guess your transgender? And she said no she's still a girl. And then I agreed since I guess it's only her tongue. And for some reason she ended up jerking off her tongue in the backseat of the car while I was there and hubby driving. But it was a literal explosion of cum after. I was so grossed out. Cause she had came all over me and some got in my mouth. And I got mad and said. That it was unconscentual sperm or something.and then got napkins to clean up. Then we went to this place and my sister came with us. But she kept poking Out her dick tongue and I kept telling her to put it away, there could be children. Then she kinda disappeared. Me and my husband were having alot of fun and I was telling him we should come here more often. Things we're closing up and so we were getting ready to go, I went over to the trash to take gum out of my mouth, but for some reason no matter how much gum I took out of my mouth there was always gum in my mouth. Until there was a huge pile. And even then I still had gum so gave up. Which sucked cause the gum didn't even have flavor anymore and was gross. I went to look for my sister and in one area there was a bunch of different displays, like museum artifacts. And I kept spinning this movable display and then all of a sudden I seen my sister dead in the case. It was more a flash of her head, and then this weird objects that symbolized her. I started crying cause she is gone, but also felt her tell me that she is at peace because she is paying her debt to society by being part of the display? But I still cried.",jester
"For several months now, at least 3 times a week, I dream that John and I run into each other and we are sooo happy to have found each other again. In the dreams, we are both willing to leave our current partners and do whatever it takes to be together. ;  Background_Info: I am 51 yrs old now. Many yrs ago, my family lived in a neighborhood with alot of kids. We only lived there for 2 yrs and during that time, I was 14 and 15 yrs old. There was a boy who had a huge crush on me, I will call him john. I was a bit of a tomboy and i didn't have the same feelings for him. To me he was just a friend. He loved hanging out with me so he accepted being just a ""buddy"", tho i knew his feelings were deeper. We were together all the time for 2 yrs, then we had a bad argument and i wouldn't hang out with him anymore. Shortly after, we moved from there and i never saw him again. But everytime i ran into to ppl from the neighborhood, they would tell me how devastated he was. Even adults told me he must have been truly in love with me, even at such a young age. Now fast forward, all these decades later, I have started having recurring dreams about John. Let me add that i am happily married to my partner of the last 10 yrs. I hate to sound cold, but at the time john and i parted ways all those yrs ago, it seemed insignificant to me. I had no romantic feelings for him then, so why in the world would i have them now? ;  Wakeup_State: when I wake up, I am very sad and disappointed that it was just a dream! I wake up feeling like i have lost something very special in my life. ###",lover
"I was sitting with people from high school but older now and like I was in a bad mood where things kept irritating me and I kept feeling overly sensitive or jabbed at though everything was fine and I walked away like almost a gamtrum.. one.. because I wanted the attention, for them to chase to make sure I was okay but I don't even think I knew why I was upset.. I just felt like moody and couldn't help it and walked away twice.. and the next time I waslikeim sorry it's not you guys just trying to get myself out of a bad mood.. then in the next room this guy I knew forever, family friend who has severe anger mood issues was being nice and him and his mom were offering food, randomly tells me he doesn't feel well, they're trying to be almost overly nice.",jester
"I visit the town and I walk along the street with someone Idk (but do in this dream). I realise something is wrong and that all of the shops now have weird names. Still their names but either with a night/dream pun or some night/dream logo. The person idk (Let’s call him P, I guess) sat on a bench and I ask them wth is going on, they confirm it was my town but that it’s called Whoville now. Very confused, we walk into this shop. The manager is walking around shouting ‘Make sure […] don’t fall asleep in my shop!’. Some guy looks drunk and as if he’s going to fall asleep. P helps him out of the shop and he’s grateful. Soon after, the shops begin to close and the place looks dark and gloomy. All the shops looked as if they were abandoned. Broken windows, lights, and cafés had food laying around. People walking around went into different shops. A group of women were in this café next to me and began eating. Quickly, they all collapsed. P complains that this is just like ‘so and so shop’ and that people just shouldn’t take the risk anymore! I quickly realised that they were all dead. (For some reason) I and P break the windows of a real estate shop and see this very old, short man with black hair and small glasses. He wore old fashioned but fancy clothes. We talk to him for a bit, ask him questions etc. Turns out that you can either leave your shop in view or hide it. If you leave it in view you can leave a light on to let people know […]. He said that it was stupid and he would never do that. He continues to talk and I look over to see candles lit at a window. I quickly blew them out so that he wouldn’t notice. They came back. I repeated this until I ran to a lever that hid the shop. All of the windows were now gone, replaced by wood. The man ran out back and we followed. (Idk what happened next) ((THIS IS THE PART I REMEMBER DREAMING ABOUT BEFORE)) He gives in and starts talking about the town and his childhood. Under this shop, there was a huge cavern. As a kid, he and some townsfolk went down there (for some reason). All of a sudden, he found this girl around his age. She wore a gorgeous blue dress and bonnet with white trim. They talked and talked and they had a great time. The town and he all had to escape the cavern and he begged the girl to come. He dragged her up all the scaffolding with the town. Just as they reached the door back into the shop, part of the scaffolding was gone. The town (already on the other side) tried to help but there wasn’t much they could do. He held onto her and she begged him to leave her here and he jumped successfully to the door. He said ‘We made it!’. But then the girl, still in his arms, said that she wasn’t finished here yet and like a snake slithered out of his arms and fell back into the cavern. The man said that he had stayed there for years hoping to finally be able to save that girl. I and P both nodded toward each other and we went out the back door and began our climb down into the cavern, the man not far behind us. With our flashlights, we looked around for ages. Eventually, we found the girl who wore the same blue dress. The man was ecstatic and began to talk to her. All was well until all of a sudden she began to transform into this huge snake-like creature (with small legs and she was still wearing the dress). (I don’t remember why but) She began to attack us. Quickly, we ran back up the scaffolding and into the shop. She slithered her way up and partially through the door. ;  Background_Info: I’ve had this dream before. It probably isn’t exactly the same but it’s still the same dream. ;  Wakeup_State: __ ###",everyman
"Was like the country was going on tour over seas , most of the people. It was written on a piece of paper , the date and time of going. Everybody knew it and was prepared. The date was the 3rd of February my birthday...I was the only one who had forgotten the day of going , sort of military tour typa thing. Everybody had uniform except me and it felt like they were going to leave without me but I was there mixed with them while going inside the huge airplane.",everyman
"I remember going into a store and my mouth hurt and was swollen really bad and it looked like a huge white tooth was trying to come through my gums…I was in a store and couldn’t afford much so everyone who owned the store gave me all these nice things for free including (two white owls) that I was bringing home to take care of! Owls already scare me due to everyone in life telling me it’s bad luck to see owls…then on top of all that , my body felt like it was trying to wake up but my mind wouldn’t let me!",jester
